City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
343,Kentville,45.0835,-64.4988,25.01,83,100,2.57,CA,1691597041
344,Longquan,24.6719,102.1613,19.55,96,97,1.59,CN,1691597042
345,Praia Da Vitoria,38.7333,-27.0667,28.14,69,20,6.24,PT,1691597042
346,Chardara,41.2547,67.9692,29.56,31,0,4.29,KZ,1691597042
347,Senador Pompeu,-5.5881,-39.3717,33.71,32,64,3.39,BR,1691597043
348,Penn Yan,42.6609,-77.0539,26.62,59,20,4.92,US,1691597043
349,Ejutla De Crespo,16.5667,-96.7333,21.53,55,95,0.98,MX,1691597043
350,Gunjur,13.2019,-16.7339,32.04,62,75,3.09,GM,1691597044
351,Forbes,-33.3833,148.0167,7.64,70,27,3.6,AU,1691597044
352,Al Jawf,29.5,38.75,37.49,12,0,3.69,SA,1691597044
353,Carauari,-4.8828,-66.8958,35.1,43,32,1.55,BR,1691597045
354,Nyurba,63.2842,118.3319,17.82,52,0,3.31,RU,1691597045
355,Ouesso,1.6136,16.0517,26.65,74,99,0.68,CG,1691597045
356,Carbonear,47.7332,-53.2148,15.69,86,100,3.54,CA,1691597046
357,Sosnovo-Ozerskoye,52.5249,111.5418,16.11,91,100,1.3,RU,1691597046
358,Novo Aripuana,-5.1206,-60.3797,38.11,27,6,2.27,BR,1691597046
359,Gueckedou,8.6667,-10.25,25.76,84,100,2.03,GN,1691597046
360,Oranjemund,-28.55,16.4333,21.75,41,0,5.29,NA,1691596881
361,Lazaro Cardenas,17.9583,-102.2,30.77,69,43,0.63,MX,1691597047
362,Luxeuil-Les-Bains,47.8171,6.365,23.51,60,75,2.57,FR,1691597047
363,Tangalle,6.024,80.7911,29.09,85,99,4.37,LK,1691597048
364,Xinyuan,37.3,99.0,12.88,86,97,0.73,CN,1691597048
365,Lompoc,34.6391,-120.4579,17.74,84,100,0.0,US,1691596868
366,Mana,5.6592,-53.7767,30.6,65,52,5.02,GF,1691597048
367,Hobyo,5.3505,48.5268,25.06,81,44,11.15,SO,1691597048
368,Jiagedaqi,50.4167,124.1167,15.15,97,70,2.07,CN,1691597049
369,Aitape,-3.1374,142.3475,25.38,89,66,2.08,PG,1691597049
370,Rahatgarh,23.7833,78.3667,24.77,81,100,4.99,IN,1691597049
371,La Foa,-21.7108,165.8276,16.27,78,49,3.05,NC,1691597050
372,Tulun,54.5611,100.5792,16.23,80,100,1.93,RU,1691597050
373,Thunder Bay,48.4001,-89.3168,19.99,68,40,4.12,CA,1691596354
374,Sechura,-5.5569,-80.8222,25.62,62,86,3.1,PE,1691597050
375,Palapye,-22.546,27.1251,18.9,23,0,6.09,BW,1691597050
376,Bokovskaya,49.229,41.8306,28.52,46,59,3.59,RU,1691597051
377,Penedo,-10.2903,-36.5864,25.51,76,58,5.12,BR,1691597051
378,Lospalos,-8.5186,127.0025,19.77,96,56,1.93,TL,1691597052
379,Callao,-12.0667,-77.15,24.84,73,75,2.57,PE,1691597052
380,Mugia,43.1041,-9.2179,24.95,85,80,8.18,ES,1691596885
381,Sungai Raya,0.7,108.9,26.44,87,20,2.92,ID,1691597053
382,Zhob,31.3411,69.4481,32.85,26,74,6.33,PK,1691597053
383,Charters Towers,-20.1,146.2667,14.63,84,26,3.96,AU,1691597054
384,Watseka,40.7762,-87.7364,26.23,75,54,0.45,US,1691597054
385,Burang,30.25,81.1667,12.63,87,95,2.25,CN,1691597054
386,Luderitz,-26.6481,15.1594,22.72,45,65,1.35,NA,1691597055
387,Al Ghayzah,16.2079,52.176,26.24,87,82,5.95,YE,1691597055
388,Guajara Mirim,-10.7828,-65.3394,31.09,62,0,2.57,BR,1691597056
389,Enewetak,11.3474,162.3373,28.24,77,97,5.57,MH,1691597056
390,Tocopilla,-22.092,-70.1979,20.32,68,16,3.55,CL,1691597024
391,Shimanovsk,52.0,127.7,17.87,70,99,0.5,RU,1691597056
392,Leava,-14.3,-178.1667,27.01,79,28,3.68,WF,1691597057
393,Darwin,-12.4611,130.8418,23.99,78,100,1.34,AU,1691596810
394,Namsos,64.4662,11.4957,20.95,40,3,9.77,NO,1691597057
395,Dakhla,23.6848,-15.958,25.01,73,7,11.83,EH,1691597057
396,Thatta,24.7475,67.9235,28.73,72,100,9.32,PK,1691597058
397,Port-Vila,-17.7338,168.3219,20.72,66,100,7.24,VU,1691596898
398,Yamada,39.4667,141.95,26.05,89,83,5.41,JP,1691597058
399,Masina,-4.3836,15.3914,27.19,57,20,5.14,CD,1691597059
400,Hays,30.0502,-98.0336,33.38,64,0,3.13,US,1691597059
401,Jiayuguan,39.8167,98.3,24.03,49,33,2.0,CN,1691597059
402,La Ronge,55.1001,-105.2842,15.14,72,40,1.54,CA,1691596873
403,Bonthe,7.5264,-12.505,26.14,85,98,5.68,SL,1691597060
404,Siwa Oasis,29.2041,25.5195,36.33,21,0,4.54,EG,1691597060
405,Nahiyat Ash Shinafiyah,31.5874,44.6602,43.98,8,0,3.81,IQ,1691597060
406,Cestos City,5.46,-9.5828,25.98,81,85,7.19,LR,1691597061
407,Boyolangu,-8.1181,111.8935,22.2,93,100,1.79,ID,1691596844
408,Port Pirie,-33.1833,138.0167,10.84,92,59,3.54,AU,1691597061
409,Buka,40.8108,69.1986,29.52,23,0,3.05,UZ,1691597062
410,Mayya,61.7333,130.2811,10.62,63,2,2.56,RU,1691596588
411,Pisco,-13.7,-76.2167,20.03,77,100,0.51,PE,1691596841
412,Galliano,29.4422,-90.2992,33.33,58,40,4.12,US,1691597062
413,Coquimbo,-29.9533,-71.3436,14.85,82,0,3.6,CL,1691596834
414,Upington,-28.4478,21.2561,28.21,9,0,2.57,ZA,1691597063
415,Manismata,-2.4667,111.0333,22.51,89,41,1.31,ID,1691597063
416,Moires,35.0532,24.8744,28.4,42,0,8.05,GR,1691597064
417,As Salamiyah,35.0113,37.0532,32.99,34,0,6.58,SY,1691597064
418,Omdurman,15.6445,32.4777,36.02,32,59,4.89,SD,1691597065
419,Val-Des-Monts,45.6501,-75.666,26.34,70,20,5.14,CA,1691596860
420,Lashio,22.9333,97.75,19.97,98,100,0.65,MM,1691597065
421,Chimoio,-19.1164,33.4833,19.97,56,75,2.48,MZ,1691597066
422,East London,-33.0153,27.9116,17.52,72,75,5.66,ZA,1691597066
423,Lloydminster,53.2835,-110.0016,12.12,94,100,4.12,CA,1691597066
424,Jurilovca,44.7667,28.8667,26.13,49,0,5.35,RO,1691597066
425,Chinchilla,-26.75,150.6333,10.11,88,1,2.96,AU,1691597067
426,Usevia,-7.1,31.2333,26.33,29,19,1.96,TZ,1691597067
427,Alofi,-19.0595,-169.9187,24.94,94,22,1.54,NU,1691596613
428,Tsengel,49.4783,100.8894,15.18,90,78,0.47,MN,1691597067
429,Tannum Sands,-23.9504,151.3693,15.42,77,4,2.06,AU,1691597068
430,Tha Bo,17.85,102.5814,25.94,61,40,0.0,TH,1691597068
431,Sardarshahr,28.4333,74.4833,34.23,42,17,8.94,IN,1691596629
432,Torghay,49.6339,63.4981,26.49,39,17,5.98,KZ,1691597068
433,Buritis,-15.6178,-46.4233,31.81,28,0,3.92,BR,1691596972
434,Luwuk,-0.9516,122.7875,24.52,88,99,2.3,ID,1691597069
435,Wenshui,28.4506,106.5267,22.52,90,18,1.5,CN,1691597069
436,Owen Sound,44.5672,-80.9435,26.09,65,2,4.02,CA,1691596799
437,Capinota,-17.7167,-66.2333,26.67,25,0,2.33,BO,1691597070
438,Timimoun,29.2639,0.231,44.21,6,0,8.23,DZ,1691597070
439,Kavaratti,10.5669,72.642,27.94,78,100,7.2,IN,1691597070
440,Revda,56.801,59.9303,19.85,67,42,1.88,RU,1691597071
441,Preobrazheniye,42.9019,133.9064,18.76,97,100,4.97,RU,1691597071
442,Gereshk,31.8209,64.5701,34.24,10,0,3.02,AF,1691597071
443,Kapa'A,22.0752,-159.319,27.18,81,75,8.23,US,1691597071
444,Vorkuta,67.5,64.0,11.66,63,99,2.01,RU,1691596880
445,Natal,-5.795,-35.2094,25.36,94,75,8.23,BR,1691596846
446,Kidal,18.4411,1.4078,39.8,20,28,4.41,ML,1691597072
447,Meadow Lake,34.8014,-106.5436,27.06,49,35,3.69,US,1691597072
448,Vanimo,-2.6741,141.3028,25.96,89,74,2.26,PG,1691597072
449,Iquique,-20.2208,-70.1431,20.02,69,1,3.33,CL,1691597072
450,Murzuq,25.9155,13.9184,35.27,13,0,6.73,LY,1691597073
451,Ancud,-41.8697,-73.8203,11.21,91,100,8.89,CL,1691596882
452,Vila Velha,-20.3297,-40.2925,24.41,82,40,5.66,BR,1691597073
453,Bikenibeu Village,1.3673,173.1241,25.98,89,40,1.03,KI,1691597073
454,Bondo,3.8146,23.6866,24.33,80,96,0.64,CD,1691597073
455,Swakopmund,-22.6833,14.5333,13.32,88,33,0.89,NA,1691597074
456,Mata-Utu,-13.2816,-176.1745,27.65,76,64,4.61,WF,1691597074
457,Astrakhan,46.3497,48.0408,36.93,25,40,3.13,RU,1691597074
458,Hirara,24.8,125.2833,27.15,94,75,1.03,JP,1691597074
459,Sayansk,54.1088,102.1648,16.39,92,100,1.4,RU,1691597075
460,Elliot,-31.3333,27.85,11.03,70,1,2.07,ZA,1691597075
461,Sao Tome,0.3365,6.7273,24.66,81,73,4.88,ST,1691597075
462,Axim,4.8699,-2.2405,24.62,83,100,5.29,GH,1691597075
463,Savannakhet,16.566,104.751,25.0,90,95,2.19,LA,1691597075
464,Asind,25.7333,74.3333,26.09,75,90,4.6,IN,1691597076
465,Kerikeri,-35.2268,173.9474,6.69,92,7,1.85,NZ,1691597076
466,Bor,56.3567,44.0669,26.63,62,0,2.69,RU,1691597043
467,Khandyga,62.6667,135.6,11.93,66,6,0.16,RU,1691596657
468,Bardai,11.65,7.2333,26.56,68,94,3.66,NG,1691596605
469,Puerto Aysen,-45.4,-72.7,7.02,100,100,0.0,CL,1691597077
470,Vilyuchinsk,52.9306,158.4028,14.15,76,100,4.61,RU,1691597077
471,Queenstown,-31.8976,26.8753,15.44,49,0,3.87,ZA,1691596884
472,Kzyltu,53.6364,72.3414,22.92,35,69,0.39,KZ,1691597077
473,Polyarnyy,69.1989,33.4478,23.78,62,1,1.68,RU,1691596644
474,Aswan,24.0934,32.907,44.61,12,0,4.63,EG,1691596682
475,Visakhapatnam,17.69,83.2093,30.52,64,100,2.28,IN,1691597057
476,Zaraza,9.3503,-65.3245,32.94,53,18,2.61,VE,1691597078
477,Choibalsan,48.0667,114.5,18.93,57,23,3.78,MN,1691597078
478,Putian,25.4394,119.0103,27.12,92,19,0.56,CN,1691597008
479,Gizo,-8.103,156.8419,26.44,80,95,9.08,SB,1691597079
480,Pacific Grove,36.6177,-121.9166,16.05,93,100,2.57,US,1691597079
481,Playa Del Ingles,27.7567,-15.5787,27.86,70,0,1.79,ES,1691597079
482,Mezhova,48.2532,36.7347,26.35,41,100,4.36,UA,1691597079
483,Hithadhoo,-0.6,73.0833,27.65,72,73,0.72,MV,1691597079
484,Klin,56.3333,36.7333,20.09,79,57,2.87,RU,1691597080
485,Hailar,49.2,119.7,13.77,91,58,2.6,CN,1691597080
486,Dunedin,-45.8742,170.5036,3.78,72,78,4.02,NZ,1691596605
487,Eirunepe,-6.6603,-69.8736,35.05,39,54,1.11,BR,1691597080
488,Prado,-17.3411,-39.2208,25.5,61,14,3.96,BR,1691597029
489,Pindobacu,-10.7417,-40.3608,29.96,34,63,6.07,BR,1691597081
490,San Antonio De Pale,-1.4014,5.6325,23.98,78,100,4.53,GQ,1691596857
491,Thoothukudi,8.8054,78.1453,28.48,76,100,1.67,IN,1691597081
492,Nova Sintra,14.8667,-24.7167,22.91,72,26,6.2,CV,1691597081
493,Ippy,6.2679,21.2247,24.09,86,81,1.61,CF,1691596841
494,Kohat,33.582,71.4493,33.04,40,4,2.16,PK,1691597081
495,Undurkhaan,47.3194,110.6556,20.16,57,81,3.32,MN,1691597082
496,Gastouni,37.85,21.25,30.04,48,20,4.12,GR,1691597082
497,Masuguru,-11.3667,38.4167,28.16,28,22,4.09,TZ,1691597082
498,Sao Francisco,-15.9486,-44.8644,31.8,24,0,4.05,BR,1691597082
499,Ugoofaaru,5.6667,73.0,28.38,77,100,6.86,MV,1691596890
500,Hafar Al-Batin,28.4328,45.9708,45.32,7,0,5.14,SA,1691597083
501,Tucurui,-3.7661,-49.6725,36.31,36,21,2.43,BR,1691597042
502,Mikun',62.3547,50.0771,21.65,65,12,0.89,RU,1691597083
503,Cabedelo,-6.9811,-34.8339,29.37,71,51,8.41,BR,1691597083
504,Gaalkacyo,6.7697,47.4308,31.27,36,100,8.76,SO,1691597083
505,La Passe,45.5549,-0.8967,32.23,23,0,3.24,FR,1691597083
506,Vila Franca Do Campo,37.7167,-25.4333,24.23,85,92,6.92,PT,1691597084
507,Blacksburg,37.2296,-80.4139,26.09,70,40,4.12,US,1691596820
508,Murakami,38.2333,139.4833,26.96,79,36,3.52,JP,1691597084
509,Yellandu,17.6,80.3333,25.81,81,99,1.32,IN,1691597085
510,Tanjung Pandan,-2.75,107.65,24.49,80,75,2.82,ID,1691597085
511,Road Town,18.4167,-64.6167,32.05,74,20,5.66,VG,1691597067
512,Karaton,-6.3424,106.1045,23.15,89,88,0.83,ID,1691597085
513,Chak Two Hundred Forty-Nine Thal Development Authority,31.1796,71.2095,40.57,25,50,6.85,PK,1691597002
514,Ranau,5.9538,116.6641,21.15,84,54,0.9,MY,1691597085
515,Ouddorp,51.8117,3.9347,20.55,57,37,5.12,NL,1691597086
516,Padang,-0.9492,100.3543,25.03,89,73,1.16,ID,1691596828
517,Cruzeiro Do Sul,-29.5128,-51.9853,16.96,89,100,1.15,BR,1691596869
518,Rawson,-43.3002,-65.1023,20.2,31,84,11.1,AR,1691597086
519,Moree,-29.4667,149.85,10.85,58,99,4.01,AU,1691597087
520,Mehran,33.1222,46.1646,40.85,10,1,1.4,IR,1691597087
521,Ondjiva,-17.0667,15.7333,28.71,14,19,0.91,AO,1691597087
522,Emerald,-23.5333,148.1667,10.75,68,0,3.45,AU,1691596362
523,Kill Devil Hills,36.0307,-75.676,29.0,65,0,3.09,US,1691597088
524,Novodvinsk,64.4165,40.8122,22.73,60,0,1.55,RU,1691597088
525,Svetlyy,54.675,20.1347,18.03,54,69,2.15,RU,1691597088
526,Ponta Delgada,37.7333,-25.6667,24.4,94,75,6.69,PT,1691597089
527,Pekanbaru,0.5333,101.45,25.18,94,20,2.06,ID,1691596647
528,Novyy Rogachik,48.6768,44.0608,31.5,26,43,3.0,RU,1691597089
529,Virginia,37.5481,-77.4467,30.75,51,20,3.6,US,1691596948
530,Northfield,44.4583,-93.1616,26.79,62,0,2.06,US,1691597089
531,San Julian,21.0167,-102.1667,22.03,50,2,1.54,MX,1691597089
532,Igarka,67.4667,86.5833,14.79,95,100,5.04,RU,1691597090
533,Malvan,16.0667,73.4667,26.59,83,79,3.26,IN,1691597090
534,Lijiang,26.8688,100.2207,16.15,94,71,0.52,CN,1691597090
535,Tamandare,-8.7597,-35.1047,27.04,59,18,4.88,BR,1691597090
536,Muscat,23.6139,58.5922,33.73,59,22,0.52,OM,1691596674
537,Kangding,30.0513,101.9603,17.44,97,99,1.16,CN,1691597091
538,Dapa,9.7594,126.0531,28.38,73,97,4.86,PH,1691597091
539,Ketchikan,55.3422,-131.6461,14.26,94,100,6.17,US,1691597091
540,Lesozavodsk,45.4794,133.4244,20.83,96,100,1.98,RU,1691597091
541,Sisimiut,66.9395,-53.6735,7.2,72,100,3.22,GL,1691597092
542,Socorro,31.6546,-106.3033,30.73,34,2,3.42,US,1691596874
543,Evergreen,39.6333,-105.3172,21.2,46,0,0.45,US,1691597092
544,Bowen,-20.0167,148.2333,16.76,88,4,4.35,AU,1691597092
545,Launceston,-41.45,147.1667,11.86,81,75,6.69,AU,1691597093
546,Beinamar,8.6698,15.3813,21.29,98,100,1.41,TD,1691597093
547,Ust'-Kulom,61.6864,53.6902,19.48,63,42,1.84,RU,1691597093
548,Nanao,37.05,136.9667,29.07,83,96,1.2,JP,1691597093
549,Bairnsdale,-37.8333,147.6167,15.03,54,100,0.89,AU,1691597094
550,Berrechid,33.2655,-7.5875,26.83,78,0,7.2,MA,1691597094
551,Salinopolis,-0.6136,-47.3561,29.47,66,4,6.1,BR,1691597094
552,Howrah,22.5892,88.3103,31.0,79,75,0.0,IN,1691597094
553,Al Bayda',32.7627,21.7551,22.52,65,0,8.67,LY,1691597094
554,Togur,58.3631,82.8265,13.92,87,49,2.6,RU,1691597095
555,Illapel,-31.6308,-71.1653,21.41,46,100,1.75,CL,1691597095
556,Mandali,33.7499,45.5541,41.53,9,0,1.5,IQ,1691597095
557,Ulsteinvik,62.3432,5.8487,13.75,89,100,4.02,NO,1691597095
558,Ventura,34.4667,-119.0176,17.02,85,46,1.89,US,1691596796
559,Bodaybo,57.8506,114.1933,18.64,68,53,1.26,RU,1691597095
560,Ceerigaabo,10.6162,47.368,22.02,48,100,9.19,SO,1691597096
561,Bac Lieu,9.285,105.7244,27.39,80,2,5.64,VN,1691596885
562,Zyryanskoye,56.8306,86.6258,14.53,82,51,2.9,RU,1691597096
563,Maracacume,-2.0428,-45.9592,31.35,54,35,2.95,BR,1691597096
564,Inari,68.906,27.0288,24.11,72,48,2.27,FI,1691596891
565,Cill Airne,52.05,-9.5167,24.03,64,20,4.63,IE,1691597096
566,Porkhov,57.765,29.5561,20.81,47,96,1.67,RU,1691597096
567,Tashtyp,52.7939,89.8983,15.93,75,100,2.17,RU,1691597097
568,Santa Ana De Yacuma,-13.75,-65.4333,29.97,42,43,3.09,BO,1691597097
569,Maardu,59.4767,25.025,20.34,53,40,6.71,EE,1691597097
570,Tromso,69.6496,18.957,23.01,40,0,6.69,NO,1691596664
571,Leer,53.2316,7.461,21.08,67,26,0.45,DE,1691597097
572,Thinadhoo,0.5333,72.9333,27.45,74,34,1.4,MV,1691597098
573,Quelimane,-17.8786,36.8883,23.97,60,75,3.13,MZ,1691597103
574,Tazacorte,28.629,-17.9293,26.75,81,20,5.66,ES,1691597103
575,Alushta,44.6667,34.4167,25.3,58,0,0.7,UA,1691597103
576,Arboga,59.3939,15.8388,13.94,94,100,5.81,SE,1691597104
577,Rikaze,29.25,88.8833,18.42,49,70,2.71,CN,1691597104
578,Fada,9.5667,8.3,24.6,79,83,2.05,NG,1691597104
579,Pechora,65.1472,57.2244,17.71,61,41,2.85,RU,1691597105
580,Leopoldshohe,52.0125,8.6983,20.85,64,56,2.36,DE,1691597105
581,Piti Village,13.4626,144.6933,26.84,94,100,3.6,GU,1691597105
582,Sitangkai,4.6628,119.3928,28.63,74,70,2.36,PH,1691597106
583,Kilindoni,-7.9139,39.6668,24.66,79,3,8.1,TZ,1691597106
584,Remire-Montjoly,4.9167,-52.2667,32.02,62,40,4.12,GF,1691597106
585,Nema,57.5067,50.5011,22.05,65,5,2.73,RU,1691597107
586,Nueve De Julio,-35.4444,-60.8831,15.54,66,65,3.58,AR,1691596946
587,Manado,1.487,124.8455,25.43,83,20,1.54,ID,1691597107
588,Ron Phibun,8.1791,99.8542,29.83,88,15,2.05,TH,1691597107
